file_list,flags,temporal_coordinates,spatial_coordinates,metadata
['SNAP-140752-0090.jpg'],0,[],"[3.0, 942, 942, 0.0]",{}
['SNAP-140809-0091.jpg'],0,[],"[3.0, 353, 702, 0.0]",{}
['SNAP-140809-0091.jpg'],0,[],"[3.0, 839, 218, 0.0]",{}
['SNAP-140809-0091.jpg'],0,[],"[3.0, 224, 855, 0.0]",{}
['SNAP-140809-0091.jpg'],0,[],"[3.0, 830, 949, 0.0]",{}
['SNAP-140820-0092.jpg'],0,[],"[3.0, 408, 393, 0.0]",{}
['SNAP-140820-0092.jpg'],0,[],"[3.0, 790, 778, 0.0]",{}
['SNAP-140820-0092.jpg'],0,[],"[3.0, 1060, 650, 0.0]",{}
['SNAP-140820-0092.jpg'],0,[],"[3.0, 658, 483, 0.0]",{}
['SNAP-140830-0093.jpg'],0,[],"[3.0, 934, 815, 0.0]",{}
['SNAP-140830-0093.jpg'],0,[],"[3.0, 1202, 595, 0.0]",{}
['SNAP-140830-0093.jpg'],0,[],"[3.0, 156, 876, 0.0]",{}
['SNAP-140849-0094.jpg'],0,[],"[3.0, 1201, 178, 0.0]",{}
['SNAP-140849-0094.jpg'],0,[],"[3.0, 78, 522, 0.0]",{}
['SNAP-140911-0095.jpg'],0,[],"[3.0, 1161, 229, 0.0]",{}
['SNAP-140911-0095.jpg'],0,[],"[3.0, 1225, 443, 0.0]",{}
['SNAP-140928-0096.jpg'],0,[],"[3.0, 905, 686, 0.0]",{}
['SNAP-140948-0097.jpg'],0,[],"[3.0, 531, 683, 0.0]",{}
['SNAP-140948-0097.jpg'],0,[],"[3.0, 809, 680, 0.0]",{}
['SNAP-141001-0098.jpg'],0,[],"[3.0, 1096, 814, 0.0]",{}
['SNAP-141001-0098.jpg'],0,[],"[3.0, 693, 331, 0.0]",{}
['SNAP-141001-0098.jpg'],0,[],"[3.0, 961, 953, 0.0]",{}
['SNAP-141001-0098.jpg'],0,[],"[3.0, 629, 664, 0.0]",{}
['SNAP-141011-0099.jpg'],0,[],"[3.0, 971, 461, 0.0]",{}
['SNAP-141032-0100.jpg'],0,[],"[3.0, 638, 441, 0.0]",{}
['SNAP-141032-0100.jpg'],0,[],"[3.0, 575, 570, 0.0]",{}
['SNAP-141046-0101.jpg'],0,[],"[3.0, 1193, 752, 0.0]",{}
['SNAP-141046-0101.jpg'],0,[],"[3.0, 475, 300, 0.0]",{}
['SNAP-141046-0101.jpg'],0,[],"[3.0, 501, 184, 0.0]",{}
['SNAP-141059-0102.jpg'],0,[],"[3.0, 617, 182, 0.0]",{}
['SNAP-141120-0103.jpg'],0,[],"[3.0, 745, 264, 0.0]",{}
['SNAP-141120-0103.jpg'],0,[],"[3.0, 594, 172, 0.0]",{}
['SNAP-141131-0104.jpg'],0,[],"[3.0, 417, 569, 0.0]",{}
['SNAP-141131-0104.jpg'],0,[],"[3.0, 800, 450, 0.0]",{}
['SNAP-141148-0105.jpg'],0,[],"[3.0, 813, 613, 0.0]",{}
['SNAP-141158-0106.jpg'],0,[],"[3.0, 908, 783, 0.0]",{}
['SNAP-141158-0106.jpg'],0,[],"[3.0, 623, 871, 0.0]",{}
['SNAP-141158-0106.jpg'],0,[],"[3.0, 865, 303, 0.0]",{}
['SNAP-141158-0106.jpg'],0,[],"[3.0, 1078, 202, 0.0]",{}
['SNAP-141158-0106.jpg'],0,[],"[3.0, 1104, 128, 0.0]",{}
['SNAP-141158-0106.jpg'],0,[],"[3.0, 572, 862, 0.0]",{}
['SNAP-141158-0106.jpg'],0,[],"[3.0, 193, 429, 0.0]",{}
['SNAP-141158-0106.jpg'],0,[],"[3.0, 1005, 717, 0.0]",{}
['SNAP-141219-0107.jpg'],0,[],"[3.0, 585, 834, 0.0]",{}
['SNAP-141219-0107.jpg'],0,[],"[3.0, 380, 747, 0.0]",{}
['SNAP-141219-0107.jpg'],0,[],"[3.0, 984, 902, 0.0]",{}
['SNAP-141219-0107.jpg'],0,[],"[3.0, 502, 523, 0.0]",{}
['SNAP-141219-0107.jpg'],0,[],"[3.0, 715, 165, 0.0]",{}
['SNAP-141235-0108.jpg'],0,[],"[3.0, 1156, 84, 0.0]",{}
['SNAP-141235-0108.jpg'],0,[],"[3.0, 408, 95, 0.0]",{}
['SNAP-141249-0109.jpg'],0,[],"[3.0, 742, 158, 0.0]",{}
['SNAP-141304-0110.jpg'],0,[],"[3.0, 648, 574, 0.0]",{}
['SNAP-141304-0110.jpg'],0,[],"[3.0, 1128, 796, 0.0]",{}
['SNAP-141321-0111.jpg'],0,[],"[3.0, 1139, 209, 0.0]",{}
['SNAP-141321-0111.jpg'],0,[],"[3.0, 858, 160, 0.0]",{}
['SNAP-141330-0112.jpg'],0,[],"[3.0, 728, 228, 0.0]",{}
['SNAP-141330-0112.jpg'],0,[],"[3.0, 1129, 725, 0.0]",{}
['SNAP-141349-0113.jpg'],0,[],"[3.0, 174, 765, 0.0]",{}
['SNAP-141349-0113.jpg'],0,[],"[3.0, 207, 786, 0.0]",{}
['SNAP-141349-0113.jpg'],0,[],"[3.0, 780, 441, 0.0]",{}
['SNAP-141414-0114.jpg'],0,[],"[3.0, 316, 642, 0.0]",{}
['SNAP-141414-0114.jpg'],0,[],"[3.0, 862, 890, 0.0]",{}
['SNAP-141414-0114.jpg'],0,[],"[3.0, 734, 407, 0.0]",{}
['SNAP-141414-0114.jpg'],0,[],"[3.0, 116, 648, 0.0]",{}
['SNAP-141414-0114.jpg'],0,[],"[3.0, 652, 702, 0.0]",{}
['SNAP-141414-0114.jpg'],0,[],"[3.0, 557, 593, 0.0]",{}
['SNAP-141414-0114.jpg'],0,[],"[3.0, 402, 67, 0.0]",{}
['SNAP-141428-0115.jpg'],0,[],"[3.0, 1231, 655, 0.0]",{}
['SNAP-141428-0115.jpg'],0,[],"[3.0, 930, 613, 0.0]",{}
['SNAP-141451-0116.jpg'],0,[],"[3.0, 865, 146, 0.0]",{}
['SNAP-141451-0116.jpg'],0,[],"[3.0, 526, 379, 0.0]",{}
['SNAP-141451-0116.jpg'],0,[],"[3.0, 116, 471, 0.0]",{}
['SNAP-141451-0116.jpg'],0,[],"[3.0, 848, 818, 0.0]",{}
['SNAP-141451-0116.jpg'],0,[],"[3.0, 597, 572, 0.0]",{}
['SNAP-141504-0117.jpg'],0,[],"[3.0, 929, 894, 0.0]",{}
['SNAP-141504-0117.jpg'],0,[],"[3.0, 734, 818, 0.0]",{}
['SNAP-141504-0117.jpg'],0,[],"[3.0, 1176, 882, 0.0]",{}
['SNAP-141520-0118.jpg'],0,[],"[3.0, 913, 75, 0.0]",{}
['SNAP-141520-0118.jpg'],0,[],"[3.0, 1146, 439, 0.0]",{}
['SNAP-141520-0118.jpg'],0,[],"[3.0, 930, 573, 0.0]",{}
['SNAP-141531-0119.jpg'],0,[],"[3.0, 161, 604, 0.0]",{}
['SNAP-141531-0119.jpg'],0,[],"[3.0, 647, 884, 0.0]",{}
['SNAP-141531-0119.jpg'],0,[],"[3.0, 959, 166, 0.0]",{}
['SNAP-141531-0119.jpg'],0,[],"[3.0, 1160, 376, 0.0]",{}
['SNAP-141531-0119.jpg'],0,[],"[3.0, 648, 189, 0.0]",{}
['SNAP-141539-0120.jpg'],0,[],"[3.0, 661, 387, 0.0]",{}
['SNAP-141539-0120.jpg'],0,[],"[3.0, 841, 630, 0.0]",{}
['SNAP-141555-0121.jpg'],0,[],"[3.0, 804, 393, 0.0]",{}
['SNAP-141555-0121.jpg'],0,[],"[3.0, 1155, 754, 0.0]",{}
['SNAP-141555-0121.jpg'],0,[],"[3.0, 155, 540, 0.0]",{}
['SNAP-141555-0121.jpg'],0,[],"[3.0, 721, 379, 0.0]",{}
['SNAP-141612-0122.jpg'],0,[],"[3.0, 823, 230, 0.0]",{}
['SNAP-141612-0122.jpg'],0,[],"[3.0, 322, 414, 0.0]",{}
['SNAP-141612-0122.jpg'],0,[],"[3.0, 605, 362, 0.0]",{}
['SNAP-141623-0123.jpg'],0,[],"[3.0, 1092, 525, 0.0]",{}
['SNAP-141623-0123.jpg'],0,[],"[3.0, 621, 99, 0.0]",{}
['SNAP-141636-0124.jpg'],0,[],"[3.0, 1226, 528, 0.0]",{}
['SNAP-141651-0125.jpg'],0,[],"[3.0, 1108, 948, 0.0]",{}
['SNAP-141651-0125.jpg'],0,[],"[3.0, 157, 629, 0.0]",{}
['SNAP-143720-0135.jpg'],0,[],"[3.0, 954, 596, 0.0]",{}
['SNAP-143720-0135.jpg'],0,[],"[3.0, 583, 630, 0.0]",{}
['SNAP-144123-0143.jpg'],0,[],"[3.0, 161, 669, 0.0]",{}
['SNAP-144123-0143.jpg'],0,[],"[3.0, 437, 74, 0.0]",{}
['SNAP-144138-0144.jpg'],0,[],"[3.0, 699, 103, 0.0]",{}
['SNAP-144239-0147.jpg'],0,[],"[3.0, 602, 182, 0.0]",{}
['SNAP-150248-0149.jpg'],0,[],"[3.0, 107, 496, 0.0]",{}
['SNAP-150248-0149.jpg'],0,[],"[3.0, 773, 175, 0.0]",{}
['SNAP-150318-0150.jpg'],0,[],"[3.0, 814, 847, 0.0]",{}
['SNAP-150318-0150.jpg'],0,[],"[3.0, 1078, 136, 0.0]",{}
['SNAP-150338-0151.jpg'],0,[],"[3.0, 366, 810, 0.0]",{}
['SNAP-150338-0151.jpg'],0,[],"[3.0, 384, 693, 0.0]",{}
['SNAP-150444-0152.jpg'],0,[],"[3.0, 1173, 340, 0.0]",{}
['SNAP-150444-0152.jpg'],0,[],"[3.0, 819, 332, 0.0]",{}
['SNAP-150618-0154.jpg'],0,[],"[3.0, 323, 731, 0.0]",{}
['SNAP-150618-0154.jpg'],0,[],"[3.0, 363, 707, 0.0]",{}
['SNAP-150618-0154.jpg'],0,[],"[3.0, 324, 599, 0.0]",{}
['SNAP-150618-0154.jpg'],0,[],"[3.0, 834, 707, 0.0]",{}
['SNAP-150752-0155.jpg'],0,[],"[3.0, 854, 614, 0.0]",{}
['SNAP-150752-0155.jpg'],0,[],"[3.0, 981, 560, 0.0]",{}
['SNAP-151139-0156.jpg'],0,[],"[3.0, 329, 583, 0.0]",{}
['SNAP-151139-0156.jpg'],0,[],"[3.0, 133, 516, 0.0]",{}
['SNAP-151139-0156.jpg'],0,[],"[3.0, 411, 301, 0.0]",{}
['SNAP-151154-0157.jpg'],0,[],"[3.0, 530, 118, 0.0]",{}
['SNAP-151154-0157.jpg'],0,[],"[3.0, 608, 817, 0.0]",{}
['SNAP-151154-0157.jpg'],0,[],"[3.0, 664, 907, 0.0]",{}
['SNAP-151154-0157.jpg'],0,[],"[3.0, 313, 492, 0.0]",{}
['SNAP-151154-0157.jpg'],0,[],"[3.0, 802, 96, 0.0]",{}
['SNAP-151154-0157.jpg'],0,[],"[3.0, 931, 947, 0.0]",{}
['SNAP-151154-0157.jpg'],0,[],"[3.0, 744, 348, 0.0]",{}
['SNAP-151154-0157.jpg'],0,[],"[3.0, 1175, 245, 0.0]",{}
['SNAP-151206-0158.jpg'],0,[],"[3.0, 599, 798, 0.0]",{}
['SNAP-151206-0158.jpg'],0,[],"[3.0, 1184, 678, 0.0]",{}
['SNAP-151206-0158.jpg'],0,[],"[3.0, 1135, 958, 0.0]",{}
['SNAP-151206-0158.jpg'],0,[],"[3.0, 1169, 817, 0.0]",{}
['SNAP-151218-0159.jpg'],0,[],"[3.0, 998, 556, 0.0]",{}
['SNAP-151218-0159.jpg'],0,[],"[3.0, 943, 120, 0.0]",{}
['SNAP-151218-0159.jpg'],0,[],"[3.0, 658, 902, 0.0]",{}
['SNAP-151218-0159.jpg'],0,[],"[3.0, 1028, 854, 0.0]",{}
['SNAP-151218-0159.jpg'],0,[],"[3.0, 707, 323, 0.0]",{}
['SNAP-151218-0159.jpg'],0,[],"[3.0, 968, 331, 0.0]",{}
['SNAP-151241-0160.jpg'],0,[],"[3.0, 789, 225, 0.0]",{}
['SNAP-151241-0160.jpg'],0,[],"[3.0, 335, 640, 0.0]",{}
['SNAP-151241-0160.jpg'],0,[],"[3.0, 434, 792, 0.0]",{}
['SNAP-151241-0160.jpg'],0,[],"[3.0, 498, 522, 0.0]",{}
['SNAP-151241-0160.jpg'],0,[],"[3.0, 1155, 231, 0.0]",{}
['SNAP-151241-0160.jpg'],0,[],"[3.0, 1129, 79, 0.0]",{}
['SNAP-151254-0161.jpg'],0,[],"[3.0, 769, 910, 0.0]",{}
['SNAP-151254-0161.jpg'],0,[],"[3.0, 1108, 364, 0.0]",{}
['SNAP-151254-0161.jpg'],0,[],"[3.0, 255, 725, 0.0]",{}
['SNAP-151254-0161.jpg'],0,[],"[3.0, 925, 447, 0.0]",{}
['SNAP-151254-0161.jpg'],0,[],"[3.0, 971, 459, 0.0]",{}
['SNAP-151254-0161.jpg'],0,[],"[3.0, 450, 419, 0.0]",{}
['SNAP-151254-0161.jpg'],0,[],"[3.0, 766, 392, 0.0]",{}
['SNAP-151312-0162.jpg'],0,[],"[3.0, 403, 112, 0.0]",{}
['SNAP-151312-0162.jpg'],0,[],"[3.0, 662, 313, 0.0]",{}
['SNAP-151312-0162.jpg'],0,[],"[3.0, 1025, 805, 0.0]",{}
['SNAP-151312-0162.jpg'],0,[],"[3.0, 1037, 390, 0.0]",{}
['SNAP-151312-0162.jpg'],0,[],"[3.0, 426, 817, 0.0]",{}
['SNAP-151312-0162.jpg'],0,[],"[3.0, 1023, 449, 0.0]",{}
['SNAP-151327-0163.jpg'],0,[],"[3.0, 903, 818, 0.0]",{}
['SNAP-151327-0163.jpg'],0,[],"[3.0, 1050, 205, 0.0]",{}
['SNAP-151327-0163.jpg'],0,[],"[3.0, 596, 76, 0.0]",{}
['SNAP-151336-0164.jpg'],0,[],"[3.0, 1062, 256, 0.0]",{}
['SNAP-151336-0164.jpg'],0,[],"[3.0, 1217, 837, 0.0]",{}
['SNAP-151336-0164.jpg'],0,[],"[3.0, 1087, 942, 0.0]",{}
['SNAP-151336-0164.jpg'],0,[],"[3.0, 344, 898, 0.0]",{}
['SNAP-151336-0164.jpg'],0,[],"[3.0, 316, 956, 0.0]",{}
['SNAP-151344-0165.jpg'],0,[],"[3.0, 1031, 186, 0.0]",{}
['SNAP-151344-0165.jpg'],0,[],"[3.0, 773, 930, 0.0]",{}
['SNAP-151344-0165.jpg'],0,[],"[3.0, 198, 659, 0.0]",{}
['SNAP-151344-0165.jpg'],0,[],"[3.0, 407, 712, 0.0]",{}
['SNAP-151344-0165.jpg'],0,[],"[3.0, 434, 159, 0.0]",{}
['SNAP-151354-0166.jpg'],0,[],"[3.0, 309, 894, 0.0]",{}
['SNAP-151354-0166.jpg'],0,[],"[3.0, 1167, 285, 0.0]",{}
['SNAP-151354-0166.jpg'],0,[],"[3.0, 593, 716, 0.0]",{}
['SNAP-151354-0166.jpg'],0,[],"[3.0, 113, 635, 0.0]",{}
['SNAP-151402-0167.jpg'],0,[],"[3.0, 426, 872, 0.0]",{}
['SNAP-151402-0167.jpg'],0,[],"[3.0, 935, 472, 0.0]",{}
['SNAP-151402-0167.jpg'],0,[],"[3.0, 794, 633, 0.0]",{}
['SNAP-151402-0167.jpg'],0,[],"[3.0, 156, 715, 0.0]",{}
['SNAP-151402-0167.jpg'],0,[],"[3.0, 450, 249, 0.0]",{}
['SNAP-151411-0168.jpg'],0,[],"[3.0, 104, 433, 0.0]",{}
['SNAP-151411-0168.jpg'],0,[],"[3.0, 911, 877, 0.0]",{}
['SNAP-151425-0169.jpg'],0,[],"[3.0, 482, 685, 0.0]",{}
['SNAP-151425-0169.jpg'],0,[],"[3.0, 1118, 254, 0.0]",{}
['SNAP-151425-0169.jpg'],0,[],"[3.0, 1187, 317, 0.0]",{}
['SNAP-151440-0170.jpg'],0,[],"[3.0, 484, 347, 0.0]",{}
['SNAP-151440-0170.jpg'],0,[],"[3.0, 1212, 765, 0.0]",{}
['SNAP-151459-0171.jpg'],0,[],"[3.0, 778, 771, 0.0]",{}
['SNAP-151459-0171.jpg'],0,[],"[3.0, 187, 427, 0.0]",{}
['SNAP-151459-0171.jpg'],0,[],"[3.0, 926, 147, 0.0]",{}
['SNAP-151459-0171.jpg'],0,[],"[3.0, 606, 261, 0.0]",{}
['SNAP-151459-0171.jpg'],0,[],"[3.0, 1108, 79, 0.0]",{}
['SNAP-151459-0171.jpg'],0,[],"[3.0, 790, 540, 0.0]",{}
['SNAP-151459-0171.jpg'],0,[],"[3.0, 1126, 266, 0.0]",{}
['SNAP-151459-0171.jpg'],0,[],"[3.0, 879, 738, 0.0]",{}
['SNAP-151511-0172.jpg'],0,[],"[3.0, 747, 464, 0.0]",{}
['SNAP-151511-0172.jpg'],0,[],"[3.0, 764, 518, 0.0]",{}
['SNAP-151511-0172.jpg'],0,[],"[3.0, 1025, 585, 0.0]",{}
['SNAP-151511-0172.jpg'],0,[],"[3.0, 794, 638, 0.0]",{}
['SNAP-151511-0172.jpg'],0,[],"[3.0, 533, 274, 0.0]",{}
['SNAP-151511-0172.jpg'],0,[],"[3.0, 425, 779, 0.0]",{}
['SNAP-151511-0172.jpg'],0,[],"[3.0, 219, 830, 0.0]",{}
['SNAP-151524-0173.jpg'],0,[],"[3.0, 292, 405, 0.0]",{}
['SNAP-151524-0173.jpg'],0,[],"[3.0, 1107, 355, 0.0]",{}
['SNAP-151524-0173.jpg'],0,[],"[3.0, 525, 465, 0.0]",{}
['SNAP-151524-0173.jpg'],0,[],"[3.0, 90, 563, 0.0]",{}
['SNAP-151524-0173.jpg'],0,[],"[3.0, 192, 890, 0.0]",{}
['SNAP-151538-0174.jpg'],0,[],"[3.0, 1118, 781, 0.0]",{}
['SNAP-151538-0174.jpg'],0,[],"[3.0, 543, 113, 0.0]",{}
['SNAP-151553-0175.jpg'],0,[],"[3.0, 355, 445, 0.0]",{}
['SNAP-151553-0175.jpg'],0,[],"[3.0, 423, 269, 0.0]",{}
['SNAP-151553-0175.jpg'],0,[],"[3.0, 372, 692, 0.0]",{}
['SNAP-151553-0175.jpg'],0,[],"[3.0, 1038, 833, 0.0]",{}
['SNAP-151553-0175.jpg'],0,[],"[3.0, 253, 783, 0.0]",{}
['SNAP-151553-0175.jpg'],0,[],"[3.0, 486, 548, 0.0]",{}
['SNAP-151605-0176.jpg'],0,[],"[3.0, 464, 713, 0.0]",{}
['SNAP-151605-0176.jpg'],0,[],"[3.0, 875, 275, 0.0]",{}
['SNAP-151605-0176.jpg'],0,[],"[3.0, 808, 768, 0.0]",{}
['SNAP-151605-0176.jpg'],0,[],"[3.0, 230, 472, 0.0]",{}
['SNAP-151605-0176.jpg'],0,[],"[3.0, 569, 853, 0.0]",{}
['SNAP-151618-0177.jpg'],0,[],"[3.0, 1133, 251, 0.0]",{}
['SNAP-151618-0177.jpg'],0,[],"[3.0, 744, 476, 0.0]",{}
['SNAP-151618-0177.jpg'],0,[],"[3.0, 980, 733, 0.0]",{}
['SNAP-151618-0177.jpg'],0,[],"[3.0, 595, 671, 0.0]",{}
['SNAP-151618-0177.jpg'],0,[],"[3.0, 1102, 616, 0.0]",{}
['SNAP-151629-0178.jpg'],0,[],"[3.0, 837, 351, 0.0]",{}
['SNAP-151629-0178.jpg'],0,[],"[3.0, 1068, 830, 0.0]",{}
['SNAP-151629-0178.jpg'],0,[],"[3.0, 522, 207, 0.0]",{}
['SNAP-151629-0178.jpg'],0,[],"[3.0, 1172, 527, 0.0]",{}
['SNAP-151629-0178.jpg'],0,[],"[3.0, 475, 483, 0.0]",{}
['SNAP-151639-0179.jpg'],0,[],"[3.0, 944, 583, 0.0]",{}
['SNAP-151639-0179.jpg'],0,[],"[3.0, 700, 341, 0.0]",{}
['SNAP-151639-0179.jpg'],0,[],"[3.0, 1117, 317, 0.0]",{}
['SNAP-151648-0180.jpg'],0,[],"[3.0, 466, 290, 0.0]",{}
['SNAP-151648-0180.jpg'],0,[],"[3.0, 924, 222, 0.0]",{}
['SNAP-151648-0180.jpg'],0,[],"[3.0, 752, 931, 0.0]",{}
['SNAP-151648-0180.jpg'],0,[],"[3.0, 965, 902, 0.0]",{}
['SNAP-151648-0180.jpg'],0,[],"[3.0, 969, 941, 0.0]",{}
['SNAP-151700-0181.jpg'],0,[],"[3.0, 100, 850, 0.0]",{}
['SNAP-151700-0181.jpg'],0,[],"[3.0, 641, 814, 0.0]",{}
['SNAP-151700-0181.jpg'],0,[],"[3.0, 578, 918, 0.0]",{}
['SNAP-151700-0181.jpg'],0,[],"[3.0, 498, 958, 0.0]",{}
['SNAP-151700-0181.jpg'],0,[],"[3.0, 1089, 822, 0.0]",{}
['SNAP-151700-0181.jpg'],0,[],"[3.0, 459, 590, 0.0]",{}
['SNAP-151700-0181.jpg'],0,[],"[3.0, 1039, 706, 0.0]",{}
['SNAP-151712-0182.jpg'],0,[],"[3.0, 226, 848, 0.0]",{}
['SNAP-151712-0182.jpg'],0,[],"[3.0, 271, 573, 0.0]",{}
['SNAP-151712-0182.jpg'],0,[],"[3.0, 515, 802, 0.0]",{}
['SNAP-151712-0182.jpg'],0,[],"[3.0, 887, 399, 0.0]",{}
['SNAP-151721-0183.jpg'],0,[],"[3.0, 1053, 254, 0.0]",{}
['SNAP-151721-0183.jpg'],0,[],"[3.0, 880, 774, 0.0]",{}
['SNAP-151721-0183.jpg'],0,[],"[3.0, 1110, 666, 0.0]",{}
['SNAP-151721-0183.jpg'],0,[],"[3.0, 196, 686, 0.0]",{}
['SNAP-151721-0183.jpg'],0,[],"[3.0, 594, 704, 0.0]",{}
['SNAP-151721-0183.jpg'],0,[],"[3.0, 75, 745, 0.0]",{}
['SNAP-151721-0183.jpg'],0,[],"[3.0, 742, 248, 0.0]",{}
['SNAP-151736-0184.jpg'],0,[],"[3.0, 300, 465, 0.0]",{}
['SNAP-151736-0184.jpg'],0,[],"[3.0, 429, 227, 0.0]",{}
['SNAP-151736-0184.jpg'],0,[],"[3.0, 1222, 444, 0.0]",{}
['SNAP-151736-0184.jpg'],0,[],"[3.0, 116, 763, 0.0]",{}
['SNAP-151736-0184.jpg'],0,[],"[3.0, 757, 467, 0.0]",{}
['SNAP-151736-0184.jpg'],0,[],"[3.0, 1192, 705, 0.0]",{}
['SNAP-151736-0184.jpg'],0,[],"[3.0, 885, 741, 0.0]",{}
['SNAP-151736-0184.jpg'],0,[],"[3.0, 299, 825, 0.0]",{}
['SNAP-151752-0185.jpg'],0,[],"[3.0, 672, 889, 0.0]",{}
['SNAP-151752-0185.jpg'],0,[],"[3.0, 840, 676, 0.0]",{}
['SNAP-151752-0185.jpg'],0,[],"[3.0, 1190, 78, 0.0]",{}
['SNAP-151752-0185.jpg'],0,[],"[3.0, 851, 78, 0.0]",{}
['SNAP-151752-0185.jpg'],0,[],"[3.0, 611, 108, 0.0]",{}
['SNAP-151752-0185.jpg'],0,[],"[3.0, 785, 449, 0.0]",{}
['SNAP-151752-0185.jpg'],0,[],"[3.0, 640, 402, 0.0]",{}
['SNAP-151752-0185.jpg'],0,[],"[3.0, 828, 652, 0.0]",{}
['SNAP-151752-0185.jpg'],0,[],"[3.0, 509, 314, 0.0]",{}
['SNAP-151804-0186.jpg'],0,[],"[3.0, 1030, 381, 0.0]",{}
['SNAP-151804-0186.jpg'],0,[],"[3.0, 873, 915, 0.0]",{}
['SNAP-151804-0186.jpg'],0,[],"[3.0, 446, 794, 0.0]",{}
['SNAP-151804-0186.jpg'],0,[],"[3.0, 833, 720, 0.0]",{}
['SNAP-151804-0186.jpg'],0,[],"[3.0, 473, 616, 0.0]",{}
['SNAP-151814-0187.jpg'],0,[],"[3.0, 632, 807, 0.0]",{}
['SNAP-151814-0187.jpg'],0,[],"[3.0, 535, 141, 0.0]",{}
['SNAP-151814-0187.jpg'],0,[],"[3.0, 1127, 903, 0.0]",{}
['SNAP-151814-0187.jpg'],0,[],"[3.0, 978, 318, 0.0]",{}
['SNAP-151814-0187.jpg'],0,[],"[3.0, 213, 511, 0.0]",{}
['SNAP-151814-0187.jpg'],0,[],"[3.0, 694, 922, 0.0]",{}
['SNAP-151828-0188.jpg'],0,[],"[3.0, 818, 595, 0.0]",{}
['SNAP-151828-0188.jpg'],0,[],"[3.0, 741, 737, 0.0]",{}
['SNAP-151828-0188.jpg'],0,[],"[3.0, 863, 737, 0.0]",{}
['SNAP-151828-0188.jpg'],0,[],"[3.0, 887, 931, 0.0]",{}
['SNAP-151835-0189.jpg'],0,[],"[3.0, 723, 808, 0.0]",{}
['SNAP-151835-0189.jpg'],0,[],"[3.0, 638, 532, 0.0]",{}
['SNAP-151835-0189.jpg'],0,[],"[3.0, 488, 110, 0.0]",{}
['SNAP-151835-0189.jpg'],0,[],"[3.0, 1155, 857, 0.0]",{}
['SNAP-151853-0190.jpg'],0,[],"[3.0, 498, 749, 0.0]",{}
['SNAP-151853-0190.jpg'],0,[],"[3.0, 572, 918, 0.0]",{}
['SNAP-151853-0190.jpg'],0,[],"[3.0, 538, 156, 0.0]",{}
['SNAP-151853-0190.jpg'],0,[],"[3.0, 299, 764, 0.0]",{}
['SNAP-151853-0190.jpg'],0,[],"[3.0, 907, 423, 0.0]",{}
['SNAP-151906-0191.jpg'],0,[],"[3.0, 753, 505, 0.0]",{}
['SNAP-151906-0191.jpg'],0,[],"[3.0, 635, 95, 0.0]",{}
['SNAP-151924-0192.jpg'],0,[],"[3.0, 823, 275, 0.0]",{}
['SNAP-151924-0192.jpg'],0,[],"[3.0, 295, 693, 0.0]",{}
['SNAP-151924-0192.jpg'],0,[],"[3.0, 786, 487, 0.0]",{}
['SNAP-151924-0192.jpg'],0,[],"[3.0, 550, 191, 0.0]",{}
['SNAP-151924-0192.jpg'],0,[],"[3.0, 604, 612, 0.0]",{}
['SNAP-151935-0193.jpg'],0,[],"[3.0, 1041, 211, 0.0]",{}
['SNAP-151935-0193.jpg'],0,[],"[3.0, 165, 428, 0.0]",{}
['SNAP-151935-0193.jpg'],0,[],"[3.0, 1217, 456, 0.0]",{}
['SNAP-151935-0193.jpg'],0,[],"[3.0, 973, 756, 0.0]",{}
['SNAP-151945-0194.jpg'],0,[],"[3.0, 1174, 115, 0.0]",{}
['SNAP-151945-0194.jpg'],0,[],"[3.0, 216, 933, 0.0]",{}
['SNAP-151945-0194.jpg'],0,[],"[3.0, 537, 171, 0.0]",{}
['SNAP-151945-0194.jpg'],0,[],"[3.0, 634, 439, 0.0]",{}
['SNAP-151958-0195.jpg'],0,[],"[3.0, 1032, 253, 0.0]",{}
['SNAP-151958-0195.jpg'],0,[],"[3.0, 945, 583, 0.0]",{}
['SNAP-151958-0195.jpg'],0,[],"[3.0, 440, 693, 0.0]",{}
['SNAP-151958-0195.jpg'],0,[],"[3.0, 799, 635, 0.0]",{}
['SNAP-151958-0195.jpg'],0,[],"[3.0, 834, 548, 0.0]",{}
['SNAP-152006-0196.jpg'],0,[],"[3.0, 951, 463, 0.0]",{}
['SNAP-152006-0196.jpg'],0,[],"[3.0, 489, 612, 0.0]",{}
['SNAP-152028-0197.jpg'],0,[],"[3.0, 782, 482, 0.0]",{}
['SNAP-152028-0197.jpg'],0,[],"[3.0, 952, 373, 0.0]",{}
['SNAP-152028-0197.jpg'],0,[],"[3.0, 1166, 786, 0.0]",{}
['SNAP-152050-0198.jpg'],0,[],"[3.0, 683, 194, 0.0]",{}
['SNAP-152050-0198.jpg'],0,[],"[3.0, 780, 77, 0.0]",{}
['SNAP-152121-0199.jpg'],0,[],"[3.0, 457, 241, 0.0]",{}
['SNAP-152121-0199.jpg'],0,[],"[3.0, 998, 609, 0.0]",{}
['SNAP-152121-0199.jpg'],0,[],"[3.0, 457, 804, 0.0]",{}
['SNAP-152134-0200.jpg'],0,[],"[3.0, 316, 809, 0.0]",{}
['SNAP-152134-0200.jpg'],0,[],"[3.0, 1058, 232, 0.0]",{}
